,Name,Host Name,Host Listing Count,Country,Property Type,Cancellation Policy,Bed Type,Minimum Night,Maximum Night,Accommondate,Amentities,N_Reviews,Price,Extra People,Guests
2074,"干淨/舒適青旅/遊客必選/英皇道375號成明閣2字樓,北角,香港",Chloe,1,Hong Kong,Hostel,flexible,Real Bed,11,12,1,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer']",0,196.00,0.00,1
2075,SUİTE ROOM 2 or 3 people WİTH TERRACE,Muro,8,Turkey,Serviced apartment,moderate,Real Bed,4,366,3,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Paid parking off premises', 'Breakfast', 'Heating', 'Family/kid friendly', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Building staff', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",8,264.00,30.00,2
2076,新裝修舒適經濟簡潔獨立衛浴單人房311,K&B Hostel,9,Hong Kong,Bed and breakfast,strict_14_with_grace_period,Real Bed,2,1125,1,"['TV', 'Wifi', 'Air conditioning', 'Doorman', 'Elevator', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer']",1,353.00,100.00,1
2077,0,Emmy,1,Australia,House,flexible,Real Bed,1,1125,1,"['Wifi', 'Kitchen', 'Washer', 'Essentials', 'Shampoo', 'Hangers']",3,50.00,20.00,1
2078,Cozy Room Near Center,Keira,3,China,Apartment,flexible,Real Bed,2,7,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Doorman', 'Breakfast', 'Elevator', 'Washer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",3,243.00,70.00,1
2079,Sunshine & Rainbows 402,Jan,2,United States,Condominium,strict_14_with_grace_period,Real Bed,4,180,4,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Step-free access', 'Wide entryway', 'Waterfront', 'Beachfront', 'Handheld shower head', 'Pool with pool hoist']",23,221.00,0.00,1
2080,HOMEnFUN Sants close to the Train station,HOMEnFUN,41,Spain,Apartment,flexible,Real Bed,1,1125,5,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Crib', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",10,52.00,30.00,2
2081,BCN center / balcony - ensuite bathroom,Olivier,3,Spain,Apartment,strict_14_with_grace_period,Real Bed,5,1000,2,"['Wifi', 'Elevator', 'Heating', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Hot water', 'Host greets you']",76,55.00,0.00,1
2082,Mixed Dorm Bed#8 in Wan Chai (灣仔)(混合床位)(一張床位),Check Inn HK,49,Hong Kong,Apartment,strict_14_with_grace_period,Real Bed,1,1124,8,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Luggage dropoff allowed', 'Long term stays allowed']",22,283.00,900.00,1
2083,The ocean view room size 12x14,Denise,5,United States,Apartment,flexible,Real Bed,5,365,2,"['Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway']",11,70.00,30.00,1
2084,Superbe chambre à deux pas du métro Mt-Royal!,Isabelle,2,Canada,Apartment,moderate,Real Bed,2,3,2,"['Wifi', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hair dryer', 'Hot water', 'Other']",51,35.00,0.00,1
2085,Clean and Tidy room near Austin Station,Ken,1,Hong Kong,Apartment,flexible,Real Bed,2,1125,1,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron']",36,298.00,0.00,1
2086,Habitación  acogedora vacacional,Lupe,1,Spain,Apartment,flexible,Real Bed,1,7,1,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Washer', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",1,25.00,0.00,1
2087,Bright charming studio in quiet treelined Brooklyn,Rhianna,1,United States,Apartment,strict_14_with_grace_period,Real Bed,4,14,2,"['Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Other']",2,75.00,0.00,1
2088,Entire Private Brownstone in Brooklyn,Sam,3,United States,House,moderate,Real Bed,1,29,6,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Children’s books and toys', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Wide entryway', 'Host greets you']",50,150.00,20.00,5
2089,Charmoso Studio em Ipanema,Diogo,60,Brazil,Apartment,moderate,Real Bed,2,1125,4,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Family/kid friendly', 'Essentials', 'Private entrance', 'Pack ’n Play/travel crib', 'Hot water', 'Host greets you']",5,119.00,30.00,1
2090,"2 SUÍTES,NA BARRA, WI-FI, AR,  PRAIA/BRT",Maria,2,Brazil,Apartment,flexible,Real Bed,1,1125,4,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Smoking allowed', 'Breakfast', 'Elevator', 'Family/kid friendly', 'Washer', 'Essentials', 'Lock on bedroom door', 'Iron', 'Private entrance']",0,798.00,0.00,1
2091,九龍城 Kowloon City雙人床double bed room flat一房一廰,Shun,3,Hong Kong,Guest suite,strict_14_with_grace_period,Real Bed,2,28,3,"['Air conditioning', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Luggage dropoff allowed', 'Host greets you']",4,322.00,180.00,2
2092,Beautiful apart/living roomCOPA1206,Diogo Rio Habitat,22,Brazil,Apartment,strict_14_with_grace_period,Real Bed,3,1125,5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you', 'Beachfront']",47,149.00,0.00,1
2093,Appartement au coeur de Montreal pour OSHEAGA,Laetitia,5,Canada,Apartment,strict_14_with_grace_period,Real Bed,4,30,6,"['Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water']",0,240.00,0.00,1
2094,Charming room near Casa da Música,Fatimuse,1,Portugal,Apartment,strict_14_with_grace_period,Real Bed,1,1125,2,"['Wifi', 'Kitchen', 'Smoking allowed', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace']",40,24.00,10.00,1
2095,"Charming appart in Outremont, near boutiques/metro",Andrée,1,Canada,Apartment,moderate,Real Bed,2,30,2,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Safety card', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",24,42.00,0.00,1
2096,田居,Xing,1,Canada,House,flexible,Real Bed,2,21,4,"['Wifi', 'Kitchen', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers']",0,42.00,10.00,2
2097,Blissful Bronte,Jenny,1,Australia,Guest suite,strict_14_with_grace_period,Real Bed,3,31,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Luggage dropoff allowed', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Step-free access', 'Accessible-height toilet', 'Beachfront', 'Handheld shower head', 'Roll-in shower']",54,119.00,10.00,2
2098,"Princeville studio, high ceilings,bright and airy",Larry,3,United States,Apartment,strict_14_with_grace_period,Real Bed,1,1125,2,"['TV', 'Wifi', 'Pool', 'Free parking on premises', 'Hot tub', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'BBQ grill', 'Patio or balcony', 'Beach essentials']",82,79.00,0.00,1
2099,万利达旅馆A2,霖华,9,Hong Kong,Guesthouse,strict_14_with_grace_period,Real Bed,1,1125,2,"['Wifi', 'Air conditioning', 'Elevator', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer']",23,306.00,0.00,1
2100,Oceanfront Condo with harbor view,Mark And Debra,1,United States,Condominium,moderate,Real Bed,7,1125,4,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Private entrance', 'Beachfront']",40,245.00,10.00,2
2101,万利达旅馆A3,霖华,9,Hong Kong,Guesthouse,strict_14_with_grace_period,Real Bed,1,1125,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer']",9,298.00,0.00,1
2102,Causeway Bay Studio for 2 persons 5 mins frm Metro,Kinwan,1,Hong Kong,Apartment,moderate,Real Bed,3,1125,2,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Self check-in', 'Keypad']",1,471.00,100.00,1
2103,"Reveillon, Eventos, Férias, Passeio, Feriado 1",Jorge,32,Brazil,House,flexible,Pull-out Sofa,1,30,10,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Washer', 'Essentials', 'Shampoo']",1,1999.00,0.00,1
2104,Rock in rio 10,Heloisa,9,Brazil,House,flexible,Real Bed,1,20,4,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Suitable for events', 'Washer', 'Essentials', 'Shampoo']",0,1000.00,0.00,1
2105,Cosy 2 levels Apartment near Central Station,Alexey,1,Australia,Apartment,strict_14_with_grace_period,Real Bed,2,1125,2,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Children’s books and toys', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Wide clearance to shower', 'toilet', 'Wide entryway', 'Host greets you']",82,181.00,20.00,2
2106,Boutique Bright Private Studio Close to the City,Xinhui,1,Australia,Apartment,moderate,Real Bed,1,1125,4,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'Patio or balcony', 'Long term stays allowed', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Step-free access', 'Step-free access', 'Wide entryway', 'Handheld shower head']",65,135.00,20.00,2
2107,²LARGE DOUBLE ROOM SLEEPS UP TO 4  IN FLAMENGO,Marlene E,3,Brazil,Apartment,moderate,Real Bed,1,1125,5,"['Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Cat(s)', 'Elevator', 'Free street parking', 'Family/kid friendly', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Outlet covers', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Step-free access', 'Wide entryway', 'Beachfront', 'Handheld shower head', 'Roll-in shower']",32,90.00,76.00,1
2108,King Bedroom with Private Bathroom and Rooftop !,Sophie,1,United States,Loft,strict_14_with_grace_period,Real Bed,8,100,2,"['Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Host greets you']",2,70.00,0.00,1
2109,Sunny Chelsea 1 BR near High line has 3 beds,Michael,20,United States,Apartment,strict_14_with_grace_period,Real Bed,30,365,4,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Well-lit path to entrance']",20,132.00,25.00,3
2110,"1-BR WITH PLUSH FURNISHINGS, CENTRAL HK",Paridhi,160,Hong Kong,Serviced apartment,strict_14_with_grace_period,Real Bed,15,1125,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Gym', 'Breakfast', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Host greets you']",0,2661.00,0.00,1
2111,Nice room next to metro Guy Concordia,Lisa,1,Canada,Apartment,flexible,Real Bed,4,30,1,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room']",1,25.00,0.00,1
2112,Brand New Studio ~ Great for business!,Alejandro,256,Canada,Serviced apartment,moderate,Real Bed,30,1125,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'High chair', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",1,60.00,0.00,1
2113,"708  12分鐘到海洋公园,1分钟地铁站, 超私隐单人太空舱小天地+共享空间",Cc,28,Hong Kong,Apartment,moderate,Real Bed,30,365,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Step-free access', 'Wide entryway', 'Beachfront', 'Handheld shower head']",4,133.00,270.00,1
2114,Most Beautiful Villa on Bosphorus Istanbul...,Oguzhan,1,Turkey,Villa,moderate,Real Bed,2,1125,14,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Free street parking', 'Hot tub', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Bathtub', 'Fireplace guards', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide doorway']",0,4745.00,0.00,1
2115,Great Complex of the Cellars,Paulo,9,Portugal,Townhouse,strict_14_with_grace_period,Real Bed,2,1001,16,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Baby monitor', 'Bathtub', 'Baby bath', 'High chair', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you', 'Waterfront']",6,320.00,12.00,9
2116,Quarto charmoso e tranquilo na Praça São Salvador!,Julia,1,Brazil,Apartment,flexible,Real Bed,1,1125,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Washer', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",0,78.00,0.00,1
2117,SYDNEY !RELAXED!COMFORTABLE 2 BEDROOM +2BAtH APT,Min,1,Australia,Apartment,strict_14_with_grace_period,Real Bed,1,1125,6,"['TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Long term stays allowed', 'Host greets you']",92,181.00,25.00,2
2118,Suadiye bağdat caddesine 4. Bina,Şansın,1,Turkey,Other,flexible,Real Bed,365,1125,4,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",0,301.00,0.00,1
2119,Best flat Póvoa de Varzim,Raquel,1,Portugal,Apartment,flexible,Real Bed,3,1125,6,"['TV', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Bathtub', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",4,50.00,10.00,2
2120,2 Apês no mesmo apart-hotel (3 quartos e 1 quarto),Aline,5,Brazil,Condominium,strict_14_with_grace_period,Real Bed,3,1120,12,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Beachfront']",1,1701.00,150.00,10
